Country Code,Year,BEEF,PIG,POULTRY,SHEEP,Grand Total
ETH,2000,3.097363779,0.01173928,0.503283988,0.807903244,4.420290291
ETH,2001,3.111423618,0.011404654,0.64333947,0.8492081,4.615375843
ETH,2002,3.500439047,0.011080935,0.675084673,0.987623874,5.174228529
ETH,2003,3.266498961,0.021537356,0.607463881,1.032688598,4.928188795
ETH,2004,3.156751644,0.020937638,0.55511585,1.204719505,4.937524637
ETH,2005,3.198081464,0.020363294,0.493940419,1.263568513,4.975953691
ETH,2006,3.325049076,0.019813127,0.5029486,1.43060935,5.278420152
ETH,2007,3.141226502,0.01928498,0.500420499,1.577412443,5.238344424
ETH,2008,3.201748299,0.01877717,0.519020251,1.461730502,5.201276222
ETH,2009,2.913175643,0.018287944,0.515813796,1.485543732,4.932821115
ETH,2010,3.349633819,0.017815986,0.592952567,1.427106178,5.38750855
ETH,2011,3.193903317,0.017360589,0.528830264,1.351455118,5.091549288
ETH,2012,2.558812277,0.016921353,0.572722714,1.374534514,4.522990858
ETH,2013,2.524366695,0.016497746,0.576998102,1.377350308,4.495212851
ETH,2014,2.526848279,0.01608932,0.562713641,1.343251918,4.448903157
ETH,2015,2.528404303,0.015695626,0.548944444,1.301529569,4.394573942
ETH,2016,2.405421053,0.01531615,0.535672541,1.226862918,4.183272663
ETH,2017,2.443938761,0.01520482,0.534486557,1.224608077,4.218238215
ETH,2018,2.395609212,0.015798221,0.54016242,1.232978828,4.18454868
ETH,2019,2.375064866,0.016285413,0.547932117,1.24099709,4.180279485
ETH,2020,2.393199901,0.016465716,0.555774734,1.246407487,4.211847838
ETH,2021,2.472595159,0.016898144,0.546420971,1.252309667,4.288223942
ETH,2022,2.580564632,0.017469937,0.54849536,1.258513934,4.405043862
ETH,2023,2.652116442,0.017748479,0.550671173,1.265940083,4.486476178
ETH,2024,2.711631417,0.018200602,0.552899457,1.273740664,4.556472141
ETH,2025,2.763116605,0.018709979,0.555126871,1.282631929,4.619585384
ETH,2026,2.810548192,0.019151785,0.557301929,1.292873371,4.679875277
GHA,1990,1.292019693,0.69317882,0.962520491,0.661732838,3.609451842
GHA,1991,2.140567476,0.674079323,1.111499634,0.643499788,4.569646221
GHA,1992,2.081242127,0.554567001,1.080694669,0.625665335,4.342169133
GHA,1993,1.716199668,0.539377038,0.88513155,0.608527941,3.749236197
GHA,1994,1.542289958,0.525113009,0.969439402,0.59243519,3.62927756
GHA,1995,1.461727499,0.558439567,1.050057306,0.577531518,3.64775589
GHA,1996,1.060037125,0.681452437,1.12759993,0.615054507,3.484144
GHA,1997,0.956252583,0.710359061,1.152056683,0.701251894,3.519920221
GHA,1998,0.895987035,0.607712946,1.224330111,0.636651657,3.364681749
GHA,1999,1.066119537,0.593980885,1.723197292,0.717998872,4.101296586
GHA,2000,1.003984597,0.538645704,1.68286942,0.981673828,4.20717355
GHA,2001,0.907027128,0.485129938,1.505146731,0.957820647,3.855124444
GHA,2002,0.95511563,0.512427116,2.179078622,0.97836183,4.624983197
GHA,2003,0.930786884,0.653028258,3.033675771,1.083455632,5.700946546
GHA,2004,0.772534619,0.37427143,3.209137597,0.928960883,5.28490453
GHA,2005,0.883610704,0.401131209,3.414757982,0.946258236,5.645758131
GHA,2006,1.116077021,0.568515968,3.647977463,1.042279275,6.374849728
GHA,2007,1.491474625,0.761717398,4.765616538,1.21093535,8.22974391
GHA,2008,1.362697223,0.776088514,4.568280216,1.370484065,8.077550017
GHA,2009,0.944623154,0.756541937,4.23056227,1.521518009,7.453245371
GHA,2010,0.92113861,0.705657971,5.391950647,1.519878706,8.538625933
GHA,2011,0.92665022,0.782237198,6.495376778,1.553242273,9.757506468
GHA,2012,0.904302129,0.793906804,7.165517825,1.515782617,10.37950937
GHA,2013,0.936385773,0.894343962,7.702059628,1.513505167,11.04629453
GHA,2014,0.731709138,0.757094965,6.406188169,1.511203363,9.406195635
GHA,2015,0.868299727,0.796792691,5.682620397,1.541049599,8.888762414
GHA,2016,0.848987885,0.806895208,5.932927103,1.506775137,9.095585334
GHA,2017,0.84500718,0.827591719,6.124007719,1.525164495,9.321771113
GHA,2018,0.831063709,0.839481311,6.297444313,1.576733512,9.544722845
GHA,2019,0.812722435,0.852697114,6.452711849,1.61182045,9.729951848
GHA,2020,0.797989827,0.870428755,6.537682858,1.637728739,9.843830179
GHA,2021,0.787819348,0.884120243,6.600256376,1.661281776,9.933477744
GHA,2022,0.77774382,0.887410654,6.695096602,1.686198693,10.04644977
GHA,2023,0.766420552,0.89717614,6.786003861,1.709766352,10.15936691
GHA,2024,0.75393176,0.914481436,6.892264123,1.734789827,10.29546715
GHA,2025,0.743270817,0.932090455,6.992712996,1.760052025,10.42812629
GHA,2026,0.735994704,0.946791375,7.100900617,1.78829133,10.57197803
HTI,1990,2.366287169,1.53808666,0.867638629,0.495793502,5.267805959
HTI,1991,2.415995825,1.722950166,0.728940455,0.485960303,5.353846749
HTI,1992,2.558559193,1.900643972,0.714772092,0.476514728,5.650489984
HTI,1993,2.695632544,2.071520576,0.701130041,0.467420027,5.935703188
HTI,1994,2.553775875,1.930967269,0.9172746,1.14659325,6.548610993
HTI,1995,2.237906036,2.593413395,1.462951146,1.125347035,7.419617612
HTI,1996,2.548474368,2.545963556,1.657136042,0.441902945,7.19347691
HTI,1997,2.502480908,2.596169848,2.16963862,0.542409655,7.81069903
HTI,1998,2.712363534,2.739002819,2.983599888,0.639342833,9.074309074
HTI,1999,2.581980867,2.784255866,4.397696445,0.628242349,10.39217553
HTI,2000,3.275160249,2.828334815,2.470406588,0.720535255,9.294436906
HTI,2001,3.221145439,3.230348712,2.530899988,0.708651997,9.691046136
HTI,2002,3.327771955,3.35493744,3.287023727,0.697247457,10.66698058
HTI,2003,3.275196735,3.475718984,3.725257782,0.686231697,11.1624052
HTI,2004,3.223974085,3.164758235,2.605497424,0.675499332,9.669729077
HTI,2005,3.400475635,3.283887899,3.32490951,0.664981902,10.67425494
HTI,2006,3.42208071,3.150014666,3.17977189,0.654658918,10.40652618
HTI,2007,3.296027189,3.346252365,3.499020609,0.736635918,10.87793608
HTI,2008,3.245706137,3.295164516,3.173579334,0.725389562,10.43983955
HTI,2009,3.339101487,3.08740022,4.37635429,0.62519347,11.42804947
HTI,2010,3.290125025,3.0421156,6.336240777,0.528020065,13.19650147
HTI,2011,3.450012765,3.152325949,6.765967891,0.520459069,13.88876567
HTI,2012,3.469782278,3.335656241,6.500253187,0.513177883,13.81886959
HTI,2013,3.422408628,3.290113841,6.242780108,0.50617136,13.46147394
HTI,2014,3.509259811,3.320081385,5.826695535,0.582669554,13.23870628
HTI,2015,3.46370624,3.204161676,6.901271302,0.575105942,14.14424516
HTI,2016,3.419931657,3.163667236,6.895172181,0.567837709,14.04660878
HTI,2017,3.429168387,3.20690488,6.976766386,0.574802612,14.18764227
HTI,2018,3.440701378,3.192068597,7.002130854,0.582909792,14.21781062
HTI,2019,3.449737148,3.201296371,7.063517691,0.590156693,14.3047079
HTI,2020,3.460237425,3.25062777,7.113854156,0.596757621,14.42147697
HTI,2021,3.471212429,3.304964498,7.180548059,0.603691169,14.56041615
HTI,2022,3.484865602,3.326864059,7.277290213,0.611237583,14.70025746
HTI,2023,3.501039814,3.35641155,7.382016129,0.619212265,14.85867976
HTI,2024,3.513460689,3.420628169,7.493238054,0.627525852,15.05485276
HTI,2025,3.529544675,3.512871962,7.607111892,0.636225102,15.28575363
HTI,2026,3.547913663,3.553799764,7.732364146,0.645829346,15.47990692
IDN,1990,1.180576247,2.347263361,2.468738154,0.436515587,6.433093349
IDN,1991,1.19058749,2.429383483,2.783743053,0.448068231,6.851782257
IDN,1992,1.293658305,2.434357093,2.568356447,0.468678184,6.765050029
IDN,1993,1.477944133,2.545877958,3.222662159,0.516363608,7.762847858
IDN,1994,1.414871235,2.658452301,3.702590148,0.453748793,8.229662476
IDN,1995,1.311448109,2.269216485,3.918401831,0.424456299,7.923522723
IDN,1996,1.46003576,2.34476041,4.177132799,0.440161517,8.422090486
IDN,1997,1.490728423,2.437814219,3.904288728,0.468514647,8.301346018
IDN,1998,1.364253894,2.361758238,2.647439905,0.350710941,6.724162978
IDN,1999,1.288318365,2.056133105,2.640285792,0.328981297,6.313718558
IDN,2000,1.442750211,1.556014611,3.877083922,0.328636942,7.204485686
IDN,2001,1.331789527,1.724051904,4.251281078,0.385733997,7.692856507
IDN,2002,1.307453603,1.668590507,4.465400301,0.514148539,7.95559295
IDN,2003,1.340851239,1.724223831,4.537651207,0.575195223,8.177921501
IDN,2004,1.583294669,1.690878086,4.788850524,0.488738654,8.551761934
IDN,2005,1.314889812,1.906435535,4.476724682,0.458951792,8.157001821
IDN,2006,1.447239989,2.014097461,4.947659026,0.541210181,8.950206657
IDN,2007,1.304796109,2.011305966,5.098993387,0.458379049,8.873474511
IDN,2008,1.460311334,2.114371057,5.185910974,0.426239258,9.186832623
IDN,2009,1.561653637,2.122825736,5.291841991,0.476044363,9.452365727
IDN,2010,1.706446996,2.246897758,5.707305725,0.418851409,10.07950189
IDN,2011,1.727065979,2.30041267,6.092931917,0.409790111,10.53020068
IDN,2012,1.667890606,2.295617383,6.272591058,0.393810864,10.62990991
IDN,2013,1.808027659,2.309563308,6.559681946,0.399254534,11.07652745
IDN,2014,1.898176171,2.289837118,6.550161879,0.401171477,11.13934665
IDN,2015,1.823625694,2.283395238,6.717092486,0.406578843,11.23069226
IDN,2016,1.840118105,2.262942324,6.700102195,0.405248117,11.20841074
IDN,2017,1.869382864,2.247421213,6.752108416,0.403752259,11.27266475
IDN,2018,1.89821218,2.27221461,6.802380322,0.406934409,11.37974152
IDN,2019,1.928025801,2.274465364,6.854733525,0.411027062,11.46825175
IDN,2020,1.958945474,2.291570498,6.907645594,0.415976062,11.57413763
IDN,2021,1.989630121,2.315740197,6.959747099,0.421327959,11.68644538
IDN,2022,2.023229967,2.339460472,7.013189314,0.426835189,11.80271494
IDN,2023,2.058816521,2.367188826,7.067803775,0.43270503,11.92651415
IDN,2024,2.093269524,2.398196112,7.123051933,0.438456402,12.05297397
IDN,2025,2.130257432,2.432757495,7.178670841,0.444180286,12.18586605
IDN,2026,2.168893408,2.465223013,7.301130187,0.449821872,12.38506848
IND,1990,1.649089208,0.370019919,0.396231673,0.609509436,3.024850236
IND,1991,1.622146878,0.374850648,0.517988537,0.605145309,3.120131372
IND,1992,1.615512877,0.382057102,0.524236356,0.600930193,3.122736528
IND,1993,1.575704056,0.377987249,0.578749707,0.593979962,3.126420974
IND,1994,1.541686303,0.373200115,0.583489862,0.584423445,3.082799726
IND,1995,1.486874063,0.3685391,0.587964107,0.598954091,3.042331361
IND,1996,1.46749111,0.444444249,0.592183873,0.595778313,3.099897545
IND,1997,1.434631442,0.363493415,0.58648014,0.592653615,2.977258611
IND,1998,1.42699316,0.355311852,0.63895921,0.587877105,3.009141326
IND,1999,1.395297206,0.350442696,0.688711203,0.579877828,3.014328932
IND,2000,1.295039963,0.345027557,0.755134594,0.571362901,2.966565014
IND,2001,1.306106377,0.339102533,0.790604848,0.571402881,3.007216639
IND,2002,1.25271823,0.334840912,0.90971352,0.579569039,3.076841702
IND,2003,1.175961542,0.3307561,0.986097074,0.545449831,3.038264547
IND,2004,1.152146507,0.306759653,1.046857044,0.543740674,3.049503879
IND,2005,1.085791636,0.289690102,1.107376463,0.539077014,3.021935216
IND,2006,1.060160403,0.271167002,1.176778047,0.580059192,3.088164643
IND,2007,1.067487785,0.254559344,1.334525029,0.590801466,3.247373624
IND,2008,1.063095556,0.247604545,1.409240767,0.568254102,3.28819497
IND,2009,1.091351876,0.243472524,1.536507479,0.51820889,3.389540769
IND,2010,0.933724116,0.234446494,1.58845217,0.543304973,3.299927753
IND,2011,0.749130618,0.227601033,1.592181132,0.531197338,3.10011012
IND,2012,0.666988691,0.220989466,1.603875131,0.517446471,3.00929976
IND,2013,0.454083961,0.216412852,1.617633316,0.500008257,2.788138386
IND,2014,0.371808254,0.214376448,1.723596527,0.487797519,2.797578749
IND,2015,0.508294705,0.212989502,1.784095995,0.475221958,2.980602161
IND,2016,0.519670739,0.20987313,1.900208771,0.468917138,3.098669778
IND,2017,0.526304081,0.208499042,1.957508663,0.464825918,3.157137704
IND,2018,0.526457509,0.214839324,2.000999684,0.462539303,3.20483582
IND,2019,0.523220373,0.217052197,2.040531618,0.460219069,3.241023256
IND,2020,0.521903934,0.22047245,2.076495143,0.457412416,3.276283943
IND,2021,0.52345598,0.223226443,2.114166706,0.454743704,3.315592833
IND,2022,0.525059637,0.22607632,2.15099952,0.452208305,3.354343783
IND,2023,0.525657208,0.22909687,2.191246506,0.449936535,3.395937119
IND,2024,0.525244505,0.232302748,2.228428919,0.447784641,3.433760812
IND,2025,0.525896765,0.235079804,2.267597847,0.445802833,3.47437725
IND,2026,0.528996372,0.23793157,2.302306942,0.444000819,3.513235702
IRN,1990,4.311971686,1.25E-06,6.188444913,5.530433049,16.0308509
IRN,1991,3.567934948,1.23E-06,6.712744929,6.282637702,16.5633188
IRN,1992,3.443998892,1.21E-06,8.583504931,6.221905691,18.24941072
IRN,1993,3.868267387,1.19E-06,9.411707094,5.850520626,19.1304963
IRN,1994,3.717566459,1.18E-06,9.406182622,5.664415007,18.78816527
IRN,1995,3.585956777,1.16E-06,9.614276717,5.587660065,18.78789472
IRN,1996,4.407353658,1.15E-06,9.789479539,5.885170984,20.08200533
IRN,1997,4.339531757,1.12E-06,10.26237588,5.878311456,20.48022021
IRN,1998,4.280365008,1.10E-06,10.34707111,6.072679435,20.70011666
IRN,1999,3.533478357,1.08E-06,10.25619493,5.420161296,19.20983567
IRN,2000,3.178432943,1.07E-06,11.25222969,5.826570242,20.25723394
IRN,2001,3.43647035,1.05E-06,11.80134208,5.847986477,21.08579996
IRN,2002,3.195134532,1.04E-06,12.401199,5.849622168,21.44595673
IRN,2003,3.718509963,1.02E-06,14.21673338,5.355354851,23.29059922
IRN,2004,4.14010281,1.01E-06,14.86513291,5.420505338,24.42574207
IRN,2005,3.853277682,1.00E-06,15.51122527,5.521795405,24.88629936
IRN,2006,4.490775651,9.90E-07,16.83737724,4.901078858,26.22923274
IRN,2007,4.694589552,9.79E-07,18.47830603,4.245347867,27.41824443
IRN,2008,3.831481543,9.68E-07,19.02422271,3.676236914,26.53194214
IRN,2009,3.596789902,9.57E-07,23.97569175,3.010454542,30.58293715
IRN,2010,4.383639423,0.010504574,22.25676761,2.808761407,29.45967301
IRN,2011,4.161772029,9.34E-07,22.8824308,3.019778592,30.06398236
IRN,2012,3.474402478,0.010242003,22.83283817,3.235422413,29.55290507
IRN,2013,3.229968718,9.10E-07,22.23027266,3.125241,28.58548329
IRN,2014,3.368156385,8.98E-07,22.37623059,3.175690306,28.92007817
IRN,2015,3.079285146,8.87E-07,23.04862629,3.24816548,29.3760778
IRN,2016,3.331952828,8.77E-07,22.88965389,3.254244742,29.47585234
IRN,2017,3.3492048,8.67E-06,22.43065912,3.199108247,28.97898084
IRN,2018,3.343052253,8.58E-06,22.57249923,3.247671962,29.16323203
IRN,2019,3.323531376,8.50E-06,22.75744901,3.291693887,29.37268277
IRN,2020,3.314442387,8.42E-06,22.93874712,3.345534154,29.59873208
IRN,2021,3.318785341,8.34E-06,23.17278884,3.408970142,29.90055267
IRN,2022,3.32445966,8.28E-06,23.46619406,3.479947159,30.27060916
IRN,2023,3.328071052,8.22E-06,23.67694118,3.538411198,30.54343165
IRN,2024,3.328651561,8.17E-06,23.90931506,3.600644545,30.83861934
IRN,2025,3.335173539,8.12E-06,24.09268605,3.655888919,31.08375662
IRN,2026,3.353049046,8.07E-06,24.29696978,3.715306275,31.36533318
ISR,1990,9.957414273,1.560291254,34.42420363,1.173552396,47.11546155
ISR,1991,12.36642537,1.512409514,36.02206136,1.13753878,51.03843502
ISR,1992,10.0478887,1.460376369,38.44409588,1.098402739,51.05076368
ISR,1993,10.67062469,1.408041078,39.89048569,1.235546017,53.20469748
ISR,1994,13.9623153,1.359437634,42.26263096,1.363310676,58.94769457
ISR,1995,12.3414647,1.609266977,40.60304373,1.320424186,55.87419959
ISR,1996,13.65238725,1.421743933,40.90248175,1.283215037,57.25982797
ISR,1997,14.42255603,1.662501532,40.48262277,0.937821377,57.50550171
ISR,1998,13.7226328,1.623815968,40.15127858,1.221331668,56.71905902
ISR,1999,13.42666934,1.191595686,40.92842618,1.194990545,56.74168175
ISR,2000,16.52889813,1.945554408,58.97191584,1.316990676,78.76335906
ISR,2001,15.18765151,2.035895713,63.59563979,1.292010741,82.11119775
ISR,2002,17.83590963,1.99992949,63.03623911,1.128165353,84.00024358
ISR,2003,18.40724575,2.087939081,61.24621305,1.247094836,82.98849272
ISR,2004,18.39243901,2.169998686,62.29318166,1.088090509,83.94370986
ISR,2005,16.85423885,2.244203232,63.83107601,1.199331282,84.12884937
ISR,2006,21.86580289,2.078509632,66.05041718,1.30276957,91.29749927
ISR,2007,19.92555731,2.028678931,64.97552292,1.271536652,88.20129581
ISR,2008,23.48526391,2.089145325,63.63858068,1.48862177,90.70161169
ISR,2009,17.92657539,2.147884609,63.48926608,1.453952658,85.01767874
ISR,2010,18.96131864,1.997204991,63.68415591,1.660294568,86.30297411
ISR,2011,19.62098705,1.85632519,63.29487144,1.861613866,86.63379755
ISR,2012,19.28647828,1.926048572,65.53243806,1.829876106,88.57484102
ISR,2013,20.59397633,1.596352947,59.2083215,1.801013582,83.19966436
ISR,2014,20.36657313,1.571891358,58.07937044,1.884254384,81.90208931
ISR,2015,20.22559412,1.644337082,57.72788825,1.855149528,81.45296898
ISR,2016,19.90855006,1.618561458,57.03781282,1.826069337,80.39099367
ISR,2017,20.00916337,1.593127684,56.92911759,1.819063548,80.35047219
ISR,2018,20.03598554,1.568211895,56.86747757,1.82163172,80.29330673
ISR,2019,20.01324465,1.544097611,56.8310502,1.820611085,80.20900354
ISR,2020,20.0209692,1.520949182,56.78582937,1.819235326,80.14698308
ISR,2021,20.05949112,1.498723373,56.75310887,1.819330351,80.13065371
ISR,2022,20.11528388,1.477264498,56.7428596,1.819363389,80.15477136
ISR,2023,20.15709314,1.456507436,56.76037031,1.819873477,80.19384436
ISR,2024,20.21077265,1.436369171,56.79621443,1.820546335,80.26390258
ISR,2025,20.25263034,1.416786246,56.84018711,1.821659395,80.33126309
ISR,2026,20.24241945,1.397731585,56.89022108,1.823341589,80.3537137
JPN,1990,6.111035332,13.21900597,12.84486466,0.75669645,32.93160241
JPN,1991,6.517054861,13.23926698,12.05542181,0.772784737,32.58452839
JPN,1992,6.766243582,13.23331214,12.40775686,0.811072174,33.21838476
JPN,1993,7.406406985,13.11437952,12.15125736,0.683020401,33.35506427
JPN,1994,8.129089705,13.18016213,12.16287378,0.571794327,34.04391995
JPN,1995,8.535522093,13.22634916,12.43652713,0.585048734,34.78344712
JPN,1996,8.084060094,13.88015681,12.5485314,0.504681216,35.01742952
JPN,1997,8.191633027,12.88024036,12.30719261,0.444474214,33.82354021
JPN,1998,8.307415038,12.77177108,12.13306652,0.425857203,33.63810984
JPN,1999,8.29381568,13.05350815,12.1850367,0.357453177,33.88981371
JPN,2000,8.742209362,13.52493752,12.20101832,0.324378998,34.7925442
JPN,2001,7.126961724,13.84753962,12.14668027,0.310996772,33.43217838
JPN,2002,7.221160274,14.52160822,12.02442253,0.297423731,34.06461475
JPN,2003,7.064563399,14.2838668,12.00035687,0.255047498,33.60383456
JPN,2004,7.040784944,15.22211774,11.09414451,0.322503797,33.67955099
JPN,2005,6.300510714,15.10979674,11.49007967,0.367721359,33.26810848
JPN,2006,6.25016675,14.13684084,12.00006519,0.370241212,32.75731399
JPN,2007,6.442418101,14.40083335,11.87090469,0.26686991,32.98102605
JPN,2008,6.446809914,14.64757982,11.95740112,0.269907059,33.32169791
JPN,2009,6.553640699,14.29396124,12.27914202,0.272553472,33.39929743
JPN,2010,6.771114834,14.48598274,12.66132035,0.218548879,34.1369668
JPN,2011,6.788026049,14.74061501,12.33751938,0.220323466,34.08648391
JPN,2012,6.798861232,14.66183572,13.12125176,0.190034662,34.77198337
JPN,2013,6.797340983,14.6410454,13.10059355,0.12590341,34.66488334
JPN,2014,6.761354533,14.83713858,13.48095649,0.141513953,35.22096355
JPN,2015,6.564992868,15.0516501,14.03609023,0.132097181,35.78483038
JPN,2016,6.597658032,15.35339088,14.07316831,0.146290821,36.17050804
JPN,2017,6.617494539,15.41374499,14.2707861,0.147081018,36.44910665
JPN,2018,6.656651503,15.36354911,14.4885771,0.146439871,36.65521759
JPN,2019,6.657268195,15.3847227,14.52605217,0.143446751,36.71148983
JPN,2020,6.678657888,15.39247454,14.54295937,0.140342237,36.75443403
JPN,2021,6.701447625,15.3997413,14.5512055,0.137343716,36.78973815
JPN,2022,6.72546801,15.41039618,14.60386258,0.134228444,36.87395521
JPN,2023,6.753030702,15.43865837,14.63891779,0.131137847,36.96174471
JPN,2024,6.778398561,15.45339132,14.68780086,0.128077638,37.04766838
JPN,2025,6.808254442,15.47598144,14.73266668,0.125060061,37.14196262
JPN,2026,6.844875413,15.54401836,14.76833973,0.122135792,37.2793693
KAZ,1992,25.25956316,10.48962538,7.550485658,12.47704368,55.77671788
KAZ,1993,28.00398584,9.38047624,6.263468175,14.20079422,57.84872448
KAZ,1994,26.70024095,7.546771938,4.42089007,13.09893354,51.7668365
KAZ,1995,22.68002268,5.289493662,3.094328676,10.60912689,41.67297191
KAZ,1996,19.56742803,5.364009559,3.025851546,9.245657502,37.20294664
KAZ,1997,16.47522089,4.286919722,3.186416348,8.307442623,32.25599959
KAZ,1998,15.80224618,4.248494259,3.176198982,6.872139616,30.09907903
KAZ,1999,15.84994412,5.075700581,2.454184897,5.784864399,29.164694
KAZ,2000,14.46167856,7.248891305,3.118320333,5.589442105,30.4183323
KAZ,2001,13.58514708,9.709030241,3.945715626,5.712453966,32.95234692
KAZ,2002,13.9431827,10.08066128,4.924415026,5.979646817,34.92790582
KAZ,2003,14.7034345,9.94364344,5.580171368,5.580171368,35.80742068
KAZ,2004,15.83578901,10.50575796,7.019530589,5.868787869,39.22986544
KAZ,2005,16.89776239,10.60074102,8.884430566,6.093808145,42.47674212
KAZ,2006,18.16950126,10.64790455,12.12581883,6.485903095,47.42912773
KAZ,2007,19.37133297,10.84210713,11.6177221,6.925949716,48.75711192
KAZ,2008,19.65949923,11.85978611,10.83691412,7.243039538,49.599239
KAZ,2009,18.78452215,11.67696585,10.33148718,7.379633702,48.17260889
KAZ,2010,18.58298458,10.80768236,12.24723524,7.715218673,49.35312085
KAZ,2011,17.29458975,10.60146874,13.076957,7.973754267,48.94676975
KAZ,2012,16.64540414,5.517951474,15.17109692,8.108689733,45.44314227
KAZ,2013,16.90687767,5.336982552,14.40973593,8.079744789,44.73334094
KAZ,2014,17.20622487,4.98399113,14.69062759,8.105173841,44.98601742
KAZ,2015,17.2366545,4.691002614,14.87867109,8.038476661,44.84480486
KAZ,2016,17.24970289,4.586852814,14.04618664,7.984148195,43.86689054
KAZ,2017,17.22246474,4.554925232,13.98206639,7.890672859,43.65012922
KAZ,2018,17.03531749,4.463054156,13.93985719,7.813721229,43.25195007
KAZ,2019,16.96696623,4.44330119,13.96121303,7.806021254,43.17750171
KAZ,2020,17.01304659,4.465617902,14.01491573,7.813454626,43.30703485
KAZ,2021,17.19964923,4.506865646,14.15908144,7.865011529,43.73060784
KAZ,2022,17.41519611,4.519543129,14.29545755,7.956737865,44.18693466
KAZ,2023,17.60129031,4.560871828,14.44651771,8.052123738,44.66080358
KAZ,2024,17.80759385,4.61563208,14.60273982,8.14847864,45.17444439
KAZ,2025,17.99070724,4.671757876,14.76601474,8.249684607,45.67816446
KAZ,2026,18.17220077,4.717682738,14.92897131,8.355001875,46.1738567
KOR,1990,,,5.570101841,0.204153199,5.77425504
KOR,1991,5.085481244,9.930181903,6.73820303,0.157340811,21.91120699
KOR,1992,5.685434485,13.3663785,7.550072024,0.299883723,26.90176873
KOR,1993,5.325764908,13.49860219,7.874408791,0.239479192,26.93825508
KOR,1994,5.698819237,13.98431521,7.918353815,0.275852555,27.87734081
KOR,1995,6.568428536,14.58580624,8.63189222,0.255908013,30.04203501
KOR,1996,6.829305997,15.62867316,9.256490955,0.214451912,31.92892202
KOR,1997,7.729009616,15.43328518,8.647657394,0.193039231,32.00299143
KOR,1998,6.969364118,15.22382964,7.661475702,0.154387424,30.00905689
KOR,1999,8.279547316,17.50009978,9.469310059,0.134180509,35.38313767
KOR,2000,8.620042072,16.35751996,9.865327587,0.114270204,34.95715982
KOR,2001,7.458288254,16.99506182,10.78887746,0.094322111,35.33654964
KOR,2002,8.466337493,17.44467082,11.13886414,0.11256965,37.1624421
KOR,2003,8.154707856,21.4219869,9.783337465,0.111644734,39.47167696
KOR,2004,6.632394529,19.7800284,8.647423374,0.111577983,35.17142429
KOR,2005,6.11220841,19.28459935,11.10955584,0.110909045,36.61727265
KOR,2006,6.780560742,23.17122883,11.84928027,0.109924686,41.91099453
KOR,2007,7.565595497,24.36839456,11.64690947,0.109530422,43.69042996
KOR,2008,7.792233172,24.52079617,11.51931176,0.108842259,43.94118336
KOR,2009,7.271492577,23.73223265,12.22446684,0.108179501,43.33637157
KOR,2010,8.398852223,24.53287572,13.39090333,0.089629601,46.41226088
KOR,2011,8.778951393,23.57856452,14.334834,0.106974771,46.79932468
KOR,2012,8.903724892,22.76708759,14.35078041,0.106431882,46.12802477
KOR,2013,9.310535675,25.56876362,14.51167628,0.105923057,49.49689863
KOR,2014,9.743501475,27.13482204,16.25581076,0.140589216,53.2747235
KOR,2015,10.00726954,28.39694358,16.67493819,0.174971546,55.25412285
KOR,2016,10.25662694,28.28098219,16.93650248,0.191666673,55.66577829
KOR,2017,10.32472909,28.68389659,16.68395888,0.192642272,55.88522682
KOR,2018,10.35635777,28.72148825,16.87509988,0.19364598,56.14659188
KOR,2019,10.36811928,28.83058547,17.00155915,0.194678214,56.39494212
KOR,2020,10.40459922,28.92253601,17.12078986,0.195739121,56.64366421
KOR,2021,10.4556347,29.01529904,17.23308931,0.196830177,56.90085322
KOR,2022,10.51066989,29.1037752,17.38191597,0.197951005,57.19431206
KOR,2023,10.57312445,29.21553514,17.50400032,0.199097861,57.49175777
KOR,2024,10.61521951,29.31820167,17.64768472,0.200265624,57.78137152
KOR,2025,10.67239317,29.42698784,17.78265083,0.201451493,58.08348333
KOR,2026,10.73742478,29.54406324,17.90786491,0.202655821,58.39200876
MEX,1990,7.235979216,7.195629817,8.279181105,0.459778685,23.17056882
MEX,1991,8.785646817,7.729480031,9.439704587,0.595611299,26.55044273
MEX,1992,9.149044521,7.653169688,9.690058392,0.636915864,27.12918847
MEX,1993,8.287104673,7.445217224,11.07441159,0.644664886,27.45139837
MEX,1994,9.702667157,7.987646808,11.84918826,0.668995778,30.20849801
MEX,1995,8.30342561,7.809268547,13.01184007,0.411689439,29.53622367
MEX,1996,9.61724843,7.522480318,12.75600361,0.401294788,30.29702715
MEX,1997,9.841781891,7.729657966,14.46416653,0.491592867,32.52719925
MEX,1998,10.58918963,8.156792123,16.09537004,0.512224291,35.35357608
MEX,1999,10.47654205,8.343630936,16.98223767,0.58043264,36.3828433
MEX,2000,10.38309762,8.87696225,17.7871316,0.687270364,37.73446183
MEX,2001,10.63249653,9.059659801,18.72344779,0.727653473,39.14325759
MEX,2002,11.38327694,9.338852904,20.09903317,0.732683948,41.55384696
MEX,2003,10.56412082,9.633258384,21.57346105,0.977859783,42.74870004
MEX,2004,10.05169566,9.880215459,21.76566331,0.839348936,42.53692336
MEX,2005,10.3028292,9.734898639,23.18035515,0.689909086,43.90799208
MEX,2006,9.66482694,9.680591395,23.4132162,0.661304067,43.4199386
MEX,2007,10.32688606,9.765992494,23.43721505,0.671650756,44.20174436
MEX,2008,10.68810184,10.03739785,23.81123333,0.656185765,45.19291878
